item name中文,model name中文,price,image url,product link,二级类目,三级类目,四级类目,邀请码,model id,final_1688_link,price judge,销售优先级,itemid,最大价格,销售优先级,该款式有sku数,是否有高价品加投资源,是否为重抛货,是否重点招募
一套7个复古G80圆形碳丝灯泡，40瓦，E27灯头，用于装饰,220伏,37.32,https://cf.shopee.com.br/file/sg-11134201-7renp-m1x8a5pmir3z70,http://shopee.com.br/product/1215992754/23098101332,灯光,灯泡/灯管,灯泡/灯管,IVCN202608206533,1.49781E+11,https://detail.1688.com/offer/643400707763.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=a3c401ea4dc7089f7986b1cbef0cd189&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1B5A0FFBB9406BB0639B0973D989BAC96F6C68F1FCCE74EB1886EC8C205101A43348394BC3CC3C62B9992F8828C4BE892EE1C51ACF789507FC661B0F26EC439650961143D3C3376802C7417577B62A1CDEC1D0C7CF7953CA685770D6E4EF4237DCC2B4330E5B685043BEBB760CA2143131D9278DB00E8599735FD7C3358853382C5C48E24985A73DF%26cbu_cps_trace_flag%3Dwrite,P0,高销售优先级,23098101332,37.32,高销售优先级,1,是,否,是
DC5V USB SMD3528 LED灯带，1米、2/3米、4/5米，带开关，暖白光LED灯，适用于电视背景装饰、卧室等。,暖白光+开关，1米。,5.17,https://cf.shopee.co.th/file/83f43ab9504390551cecb73ec7bccb29,http://shopee.co.th/product/71010181/5353883109,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,没发邀请码,41118315948,https://detail.1688.com/offer/842518631234.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,5353883109,5.17,高销售优先级,1,否,否,是
迷你影院套装：20 个 1.5 升装饮料桶 + 20 个 400 毫升扭扭杯 - 立即发货,黄色的,59.31,https://cf.shopee.com.br/file/sg-11134201-7rdxp-ly5aa9c7dueg18,http://shopee.com.br/product/353101225/18899715580,派对用品,其他的,,IVCN202608205397,1.99607E+11,https://detail.1688.com/offer/917999353117.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,18899715580,59.31,高销售优先级,7,是,否,是
10米、15米、20米、25米、30米LED灯带，5050双面，120颗LED灯珠，冷白光/暖白光，110V/220V，红蓝绿光,220伏冷白光，30,71.54,https://cf.shopee.com.br/file/br-11134207-7r98o-mcd2aflijecoe0,http://shopee.com.br/product/294809424/23597133495,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608203585,1.89591E+11,https://detail.1688.com/offer/867023754703.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0bab14ad17799644795467913e0f92&token=pzvD%2BRE%2Buy38x2XvK3H%2F5uKHtkyd1o21UpAq%2Bk5kfw4Wa0XQu55wcxH%2Bc%2BAXW6aT&tracelog=cps&clickid=88e1a2479713c430d4c17af0a43efe42&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B19E392492B33CC137D434DABDF5CCE2A0CA98B61C247FB08958472617B2255084348394BC3CC3C62B9992F8828C4BE8920BE31532E6E650912CB5FD84CBDAF5F6D7FA6C9B2AF9BA37442A67746CEA2C37AE24300EE0565D6598D3F7C0C761C0D3FC77F41E536829C0CD93CE13F20ED53A67508BBFA57904EBD800875B0CBC653041D93770DEB223CE%26cbu_cps_trace_flag%3Dwrite,P0,高销售优先级,23597133495,71.54,高销售优先级,1,是,否,是
30个水晶影院爆米花桶（1.5升）+ 400毫升扭扭杯套装 - 派对 - 生日 - 派对礼品,红色/水晶,107.58,https://cf.shopee.com.br/file/br-11134207-7r98o-lql0zja5x1rb15,http://shopee.com.br/product/797098833/22492800514,派对用品,其他的,,IVCN202608206341,2.38763E+11,https://detail.1688.com/offer/953859776392.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517649167747903729e162a&token=D6qjr4RxFGBUwRpGP6EXe1q6qpZGnPRepxLYyzyNFYaczxPpqOk1hKbNniWjWtWU,P1,高销售优先级,22492800514,107.58,高销售优先级,3,是,否,是
Igorot Cordilleran Sablay 腰带,伊富高红,12.15,https://cf.shopee.ph/file/ph-11134207-7r98u-lnfd09mj9015c8,http://shopee.ph/product/325229037/23584999994,派对用品,腰带,,IVCN202608205869,1.27754E+11,https://detail.1688.com/offer/805222750644.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,23584999994,12.15,高销售优先级,1,否,否,是
豪华加拿大松树圣诞树，铁质底座，1.50米、1.80米、2.10米、2.40米，枝繁叶茂，树干柔韧,210厘米 | 850个分支 | 绿色,159.16,https://cf.shopee.com.br/file/br-11134207-81z1k-mek3ticph6gx30,http://shopee.com.br/product/1227023039/41167670583,派对用品,其他的,,IVCN202608206665,2.66455E+11,https://detail.1688.com/offer/810976388221.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,41167670583,159.16,高销售优先级,1,是,否,是
LUMI 💡10000W 太阳能壁灯，100 米照明距离，磁性底座，便携，防雨防尘，持久 IP68 防水等级，非常适合家庭花园使用。,暖光灯 3 件装,85.98,https://cf.shopee.co.th/file/th-11134207-81zth-mo0mvatojll022,http://shopee.co.th/product/1261629750/57407673327,灯光,太阳能灯,太阳能壁灯,IVCN202608203767,3.50896E+11,https://detail.1688.com/offer/1000502785286.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,57407673327,85.98,高销售优先级,4,是,否,是
50瓦LED应急灯，双电压 - 无电可持续照明6小时，便携式，可充电,3个灯泡,25.62,https://cf.shopee.com.br/file/br-11134207-81z1k-mgwv824gwohs6c,http://shopee.com.br/product/1161818420/23393885532,灯光,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,IVCN202608205867,1.89182E+11,https://detail.1688.com/offer/1059739807678.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,23393885532,25.62,高销售优先级,2,是,否,是
带缓冲垫的结婚戒指安全盒,带缓冲垫的结婚戒指安全盒,17.22,https://cf.shopee.com.br/file/br-11134207-7r98o-m6gr42p9ikx3fa,http://shopee.com.br/product/424833605/21498034769,派对用品,其他的,,IVCN202608203595,1.69403E+11,https://detail.1688.com/offer/575292617148.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,中高销售优先级,21498034769,17.22,高销售优先级,1,是,否,是
（30个装）LL3001 美人鱼主题礼品盒袋，带DIY可定制标签丝带，派对纪念品盒,（30个装）LL3001 美人鱼主题礼品盒袋，带DIY可定制标签丝带，派对纪念品盒,21.24,https://cf.shopee.ph/file/ph-11134207-7r98o-ll2w8p2cdi5jc5,http://shopee.ph/product/959298209/20192508907,派对用品,其他的,,IVCN202608203857,2.21973E+11,https://detail.1688.com/offer/888413674782.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,20192508907,21.24,高销售优先级,1,是,否,是
一套4个绳索吊灯，每根长1米，配有4个琥珀色灯丝灯泡ST64，双电压110V/220V，复古装饰风格,一套4个绳索吊灯，每根长1米，配有4个琥珀色灯丝灯泡ST64，双电压110V/220V，复古装饰风格,44.52,https://cf.shopee.com.br/file/br-11134207-820me-mpcc21zn277m0c,http://shopee.com.br/product/897524712/22293917776,灯光,灯泡/灯管,灯泡/灯管,IVCN202608206107,1.2965E+11,https://detail.1688.com/offer/807694235156.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,22293917776,44.52,高销售优先级,1,是,否,是
100个12英寸黄色表情符号气球，非常适合生日和开斋节派对装饰,100个,8.64,https://cf.shopee.com.my/file/my-11134207-7r98y-lzyeowfeg9y86c,http://shopee.com.my/product/711885533/29510689074,派对用品,气球,,IVCN202608207549,2.05378E+11,https://detail.1688.com/offer/824322252795.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,中销售优先级,29510689074,8.64,高销售优先级,1,否,否,是
红外线理疗灯，110V,红外线理疗灯，110V,70.11,https://cf.shopee.com.br/file/9cf43b27fdbf0527da7441ee46a157a6,http://shopee.com.br/product/386961839/15860860068,灯光,功能灯,功能灯,IVCN202608203757,1.34575E+11,https://detail.1688.com/offer/863835601988.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=c8193f42cae142b2b3a538fc5e614909&sessionid=7bf115269c5442bcb7c8adfef98ecd4c,P1,高销售优先级,15860860068,70.11,高销售优先级,1,是,否,是
SL 照明 | 灯带 (COB) LED 灯带，美观、明亮、平滑，5 米长。,4000K,30.55,https://cf.shopee.co.th/file/th-11134207-81ztd-mjgk2sobeosj65,http://shopee.co.th/product/10628137/24914753686,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608204223,2.55362E+11,https://detail.1688.com/offer/735882505236.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17733042908286270e124b&token=Rcz4xh3kZo3xC9G%2BSFElaTTHsgDAdh5CPtArbnfzb%2FmXavwq0Ot25nEEVDZHwcYs,P0,高销售优先级,24914753686,30.55,高销售优先级,1,是,否,是
北欧简约LED吊灯 - 3种灯光模式，适用于客厅和厨房，柔和节能照明 O15,双重压力,49.55,https://cf.shopee.com.br/file/br-11134207-81z1k-mijsuqbaam0z60,http://shopee.com.br/product/1455493476/58252311015,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608206973,2.09184E+11,https://detail.1688.com/offer/1046429262906.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,58252311015,49.55,高销售优先级,1,是,否,是
Vitalite VEL 330/ST LED应急灯 - 表面安装型，已获Sirim/Bomba认证,Vitalite VEL 330/ST LED应急灯 - 表面安装型，已获Sirim/Bomba认证,40.3,https://cf.shopee.com.my/file/b41c6703171e33ca55d5affd7de65f9d,http://shopee.com.my/product/19750029/1657953987,灯光,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,IVCN202608205699,71054196457,https://detail.1688.com/offer/920476821452.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,1657953987,40.3,高销售优先级,1,否,否,是
双波纹有机板材 2 米 MDF 派对装饰活动生日派对装饰自提组装,双波纹有机板材 2 米 MDF 派对装饰活动生日派对装饰自提组装,189.87,https://cf.shopee.com.br/file/br-11134207-81z1k-mdylx4v735z6ce,http://shopee.com.br/product/824436583/18799596144,派对用品,背景幕布和横幅,,IVCN202608203827,2.39415E+11,https://detail.1688.com/offer/775387094736.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,18799596144,189.87,高销售优先级,1,是,否,是
【买一送一】飞利浦照明 LED 筒灯，Meson Comfort 型号，深嵌式设计，保护眼睛，显色指数 90，嵌入式天花板安装。,4英寸，9瓦，冷日光色温6500K,16.88,https://cf.shopee.co.th/file/th-11134201-7ra0u-mckdmtfiawow32,http://shopee.co.th/product/30968724/41306225759,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608205877,2.8552E+11,https://detail.1688.com/offer/714370304279.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,中高销售优先级,41306225759,16.88,高销售优先级,2,是,否,是
LiTON LED路灯，50W、100W，120lm/W，COOPER型号，提供日光白和暖白两种颜色。（灯具包含安装支架）,50瓦，白光,68.88,https://cf.shopee.co.th/file/th-11134207-7qul7-lf02xvlsaw4116,http://shopee.co.th/product/216580311/23335976247,灯光,公共照明,·灯,IVCN202608207827,1.94141E+11,https://detail.1688.com/offer/682040237540.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517612794415938000e0ec7&token=96wOTGkXZCchiL9VI1qYhfV7XHk1JPcgiM8T4a%2BX9TGOkkEFD%2B4Sr6jSuAy0weKG,P1,中高销售优先级,23335976247,68.88,高销售优先级,1,否,否,是
YEELETI 100W-500W 多种便携式防水遥控可充电LED太阳能灯,TK 9 500W🏆,81.6,https://cf.shopee.ph/file/ph-11134207-820li-mpxd4msjjaq5e5,http://shopee.ph/product/38289995/19486490877,灯光,太阳能灯,太阳能户外出行灯,IVCN202608208887,1.58439E+11,https://detail.1688.com/offer/977274785621.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17719156025902630e1082&token=pzbi9%2FQgIxiYRD3asNxiRgF2%2FUGYSmsyKFiucavR1IIObmVMwVQh4vuGuiAOeIPh,P1,高销售优先级,19486490877,81.6,高销售优先级,1,是,是,是
矩形表面安装式LED面板吸顶灯 48W 120x30 6500K 110V/220V,矩形表面安装式LED面板吸顶灯 48W 120x30 6500K 110V/220V,83.78,https://cf.shopee.com.br/file/br-11134207-820lx-mopsnheh6dqe14,http://shopee.com.br/product/1048555402/23093478750,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608203967,2.39411E+11,https://detail.1688.com/offer/675622822933.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=44a2c36d14914176a887cc9099d72444&sessionid=0ef9843d90b747f082388d819956b582,P1,高销售优先级,23093478750,83.78,高销售优先级,1,是,否,是
[SIRIM] VHome® LED户外射灯 IP66泛光灯 吸顶灯 壁灯 10W/20W/30W/50W/100W/150W/200W 照明 日光/暖光,200瓦，日光色温 6500K,55.45,https://cf.shopee.com.my/file/my-11134207-7rasg-m6cx4qkazjo373,http://shopee.com.my/product/111616929/1995203382,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608204239,1.88222E+11,https://detail.1688.com/offer/1000966165186.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,1995203382,55.45,高销售优先级,2,是,否,是
用于美容的带可调节放大镜的LED​​灯,带4个轮子的放大镜（货号：8844）,141.75,https://cf.shopee.com.br/file/br-11134207-7r98o-lofjfrjqmkkpe5,http://shopee.com.br/product/683926357/23297147083,灯光,功能灯,功能灯,IVCN202608208033,1.19718E+11,https://detail.1688.com/offer/584370966865.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,23297147083,141.75,高销售优先级,2,是,否,是
工业风落地灯 Salone Champagne，配稻草色灯罩 Unidecor,工业风落地灯 Salone Champagne，配稻草色灯罩 Unidecor,276.77,https://cf.shopee.com.br/file/br-11134201-7r98o-m4rhqnyskn9d03,http://shopee.com.br/product/869413409/23293639421,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608205359,2.28778E+11,https://detail.1688.com/offer/923825323404.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,23293639421,276.77,高销售优先级,1,是,否,是
圣诞树松树 1.5米 1.8米 2.1米 2.4米 最大可达1500根树枝 传统装饰 LuvinCo,中号 - 180厘米 - 800克,125.15,https://cf.shopee.com.br/file/br-11134207-7r98o-mdbvo110txrmb9,http://shopee.com.br/product/1495626487/18198318921,派对用品,其他的,,IVCN202608207847,1.69407E+11,https://detail.1688.com/offer/597951640550.html?spm=a26352.b28411319.offerlist.6.72191e62xd47Ur&cosite=-&tracelog=p4p&_p_isad=1&clickid=0c01fb5b7b904917b4cd87bfc199f9a4&sessionid=16bc807783424d1fe6ec36fc380413a0,P1,高销售优先级,18198318921,125.15,高销售优先级,2,是,否,是
NPV 10W应急灯，LED备用灯，白光，EL2-10W应急灯,NPV 10W应急灯，LED备用灯，白光，EL2-10W应急灯,48.58,https://cf.shopee.co.th/file/sg-11134201-7qvg9-letei8ltk3ws47,http://shopee.co.th/product/3700414/18613891144,灯光,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,IVCN202608208787,1.54924E+11,https://detail.1688.com/offer/859158391189.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17612903247117842e0e70&token=Do9G7JLRvKfGcxRD1HaUTQuAQqkASZv7IXvkNaQOZWhtPolCuJk5O%2FVLm4W0BL2n,P1,高销售优先级,18613891144,48.58,高销售优先级,1,是,否,是
（马来西亚库存保修）优质户外太阳能灯 3色遥控可调LED壁灯筒灯 太阳能灯,3种颜色，长度32厘米,49.3,https://cf.shopee.com.my/file/my-11134207-820lh-mqmx2eu0d98g75,http://shopee.com.my/product/60920417/40400823915,灯光,太阳能灯,太阳能壁灯,IVCN202608206179,2.37819E+11,https://detail.1688.com/offer/919990130768.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,40400823915,49.3,高销售优先级,1,是,否,是
防水LED霓虹灯带 RGBIC 5V USB 1-10米 | 蓝牙/遥控器控制，随音乐变色，房间装饰/电视背光,10米,49.46,https://cf.shopee.co.th/file/cn-11134207-820l4-mi2qsle5kikm07,http://shopee.co.th/product/1653623231/52751443370,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608204475,2.67159E+11,https://detail.1688.com/offer/1008456607783.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,52751443370,49.46,高销售优先级,2,是,否,是
25 个 1.5 升装大号爆米花桶，带定制包装,25 个 1.5 升装大号爆米花桶，带定制包装,49.19,https://cf.shopee.com.br/file/br-11134207-81z1k-mea4y7rpjqww8a,http://shopee.com.br/product/321854862/8735651852,派对用品,其他的,,IVCN202608205115,34568171273,https://detail.1688.com/offer/859547946942.html?spm=a26352.13672862.offerlist.41.36bb1e62dITFDa&cosite=-&tracelog=p4p&_p_isad=1&clickid=3177f126e94643429e4200be8b7215e5&sessionid=d701ee74b57fa62f0b75403afe04af8d,P1,高销售优先级,8735651852,49.19,高销售优先级,1,是,否,是
（哥斯拉）200瓦 LED 射灯 LED 泛光灯 IP66 防水节能 10瓦 20瓦 30瓦 50瓦 100瓦 150瓦,150瓦（日光）,28.3,https://cf.shopee.com.my/file/my-11134207-820lc-mmh3rmgjhuko08,http://shopee.com.my/product/264547400/6584936539,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608207353,1.75446E+11,https://detail.1688.com/offer/684489782731.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=532221851dd2489781a3fa91dfeb3c0a&sessionid=058004572cc0ae2d31eb644be4c415a2,P1,高销售优先级,6584936539,28.3,高销售优先级,1,是,否,是
（5支装）Sylvania LED T8 灯管，9W 和 18W，短款（60cm）和长款（120cm），ECO-GL II DE 超级型号，双输入。,18瓦长灯泡（5个灯泡）,34.36,https://cf.shopee.co.th/file/sg-11134201-821ee-mgi8frhar9ql46,http://shopee.co.th/product/1456762917/44026033752,灯光,灯泡/灯管,灯泡/灯管,IVCN202608208629,3.85054E+11,https://detail.1688.com/offer/977728822262.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17709715671514432e1164&token=1kjxDQFI%2B%2BYCtKYlAE94H7gMDLt0ik2K1Em%2BK5agEu0QWdYpUbE7JXb%2BgTU%2FFMpO,P0,中高销售优先级,44026033752,34.36,高销售优先级,1,是,否,是
双格饭盒 [50个±] STP CA182C - 一次性PP塑料食品盒 - 饭盒 - STP,双格饭盒 [50个±] STP CA182C - 一次性PP塑料食品盒 - 饭盒 - STP,7.32,https://cf.shopee.com.my/file/ac8855b036de721cbeae70455aa7ffa0,http://shopee.com.my/product/121532636/3806622164,派对用品,一次性餐具,,IVCN202608205467,51049574360,#N/A,P2,高销售优先级,3806622164,7.32,高销售优先级,1,否,否,是
11英寸独立日气球，月亮，星星，蓝色，黄色，独立主题，马来西亚独立日67（不含气球杆）,5件,2.57,https://cf.shopee.com.my/file/my-11134207-7r98p-lz4pooa8mkbk43,http://shopee.com.my/product/2014840/27808270713,派对用品,气球,,没发邀请码,2.33117E+11,https://detail.1688.com/offer/954205672557.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,27808270713,2.57,高销售优先级,1,否,否,是
迷你影院套装：20 个 1.5 升装饮料桶 + 20 个 400 毫升扭扭杯 - 立即发货,白色的,58.67,https://cf.shopee.com.br/file/sg-11134201-7rdxd-ly5aa59fb86k58,http://shopee.com.br/product/353101225/18899715580,派对用品,其他的,,IVCN202608205397,1.99607E+11,https://detail.1688.com/offer/917999353117.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,18899715580,58.67,高销售优先级,7,是,否,是
蘑菇灯便携式无线触摸可调光可充电台灯卧室装饰夜灯客厅户外露台,蘑菇造型台灯 - 木纹,35.81,https://cf.shopee.sg/file/cn-11134207-820l4-mnxt71xg00sg46,http://shopee.sg/product/545968736/57908540275,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608207735,3.60757E+11,https://detail.1688.com/offer/962214319065.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,57908540275,35.81,高销售优先级,1,是,否,是
太阳能花园灯，刷式路灯 500W、600W，铝制外壳，遥控器，IP67 防水，2 年保修。,新款 600W 玉石眼灯,147.37,https://cf.shopee.vn/file/vn-11134207-820l4-mftm7ic3hmo809,http://shopee.vn/product/442344463/7888775083,灯光,太阳能灯,太阳能路灯,IVCN202608204907,2.0479E+11,https://detail.1688.com/offer/996532111463.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,7888775083,147.37,高销售优先级,1,是,否,是
Tiger牌12英寸长袖口白色PVC手套，每打36双。适用于橡胶接缝（不粘连），耐油，耐化学腐蚀。,白色 M,10.61,https://cf.shopee.co.th/file/th-11134207-7r98t-ly4mv60aucaqa5,http://shopee.co.th/product/39296343/15236251330,其他的,,,没发邀请码,2.15264E+11,https://detail.1688.com/offer/713451962697.html?spm=a26352.13672862.offerlist.367.14501e62Ij0CKt&offerId=713451962697&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=f0547613bd9f4d468ee1baf88cfb989d&skuId=5164069026429&forcePC=1763003452542,P1,中高销售优先级,15236251330,10.61,高销售优先级,1,否,否,是
半月形弧形落地灯，带底座，兼具美观和装饰功能,白色的,124.41,https://cf.shopee.com.br/file/br-11134207-7r98o-m1fk1tbv3e8hfd,http://shopee.com.br/product/319439966/23492919346,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608204133,2.09161E+11,https://detail.1688.com/offer/688494733841.html,P0,高销售优先级,23492919346,124.41,高销售优先级,2,是,否,是
MODI Lampu 太阳能高棚灯 100W/200W/300W/400W 三色带遥控器室内灯,100瓦,59.36,https://cf.shopee.com.my/file/my-11134207-820l9-mp0gxh45b7kde6,http://shopee.com.my/product/1667849408/44179233648,灯光,太阳能灯,太阳能吸顶灯/高棚灯,IVCN202608205485,3.85639E+11,https://detail.1688.com/offer/897691462316.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,44179233648,59.36,高销售优先级,1,是,否,是
5支轨道灯组合，含1.5米轨道 - 10瓦/12瓦/20瓦/30瓦灯管，适用于店铺装饰和照片照明,20瓦黑色外壳，中性线,32.43,https://cf.shopee.vn/file/vn-11134207-7r98o-lv2zlvuvjto9bf,http://shopee.vn/product/330839479/25510055658,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608205825,2.40257E+11,https://detail.1688.com/offer/1007897729778.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,25510055658,32.43,高销售优先级,4,是,否,是
SL Lighting MR16 嵌入式筒灯，型号 SL-6-588，GU5.3 灯座，单头或双头，裸灯座，白色或黑色。,黑色，1个头,20.25,https://cf.shopee.co.th/file/th-11134207-7ras8-ma3z1m2kolzjb3,http://shopee.co.th/product/333417980/26036915885,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608205795,2.80158E+11,https://detail.1688.com/offer/1069158197747.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,26036915885,20.25,高销售优先级,1,是,否,是
个性化 Madu 太阳镜套装，适用于派对、俱乐部和婚礼,15,99.06,https://cf.shopee.com.br/file/br-11134207-7r98o-m8ezhvubdmupea,http://shopee.com.br/product/1274317544/22193137715,派对用品,其他的,,IVCN202608204295,2.09599E+11,https://detail.1688.com/offer/747578312299.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,22193137715,99.06,高销售优先级,2,是,否,是
松下原装LED壁挂式应急手电筒BF-BE01FT-W（安装底座+手电筒/套装），通过泰国工业标准（TIS）认证。,手电筒/套装,19.93,https://cf.shopee.co.th/file/th-11134207-81ztp-mhimrb1w15vq89,http://shopee.co.th/product/84252132/9348429452,灯光,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,IVCN202608203783,4.15206E+11,https://detail.1688.com/offer/793823523969.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17742339410555229e0e8b&token=whoZbTqaDOijoQzvLHfb4Nv8IsN9HgGiebnYMXkezE0UUzNte4EBPMsYelII2woK,P1,高销售优先级,9348429452,19.93,高销售优先级,1,是,否,是
